Period,Region,State,Year,Colony_Loss,Colony_loss_pct,Diseases_pct,Inventory,Other_causes_pct,Other_Pests_pct,Pesticides_pct,Unknown_Causes_pct,Varroa_Mites_pct
JAN THRU MAR,West,WASHINGTON,2015,14000,0.13,0.30%,52000,0.06,0.01,0.04,0.01,0.22
OCT THRU DEC,West,WASHINGTON,2018,11000,14.00%,11.70%,75000,0.03,0.01,0.05,0.01,0.35
JAN THRU MAR,West,WASHINGTON,2019,7000,9.00%,0.60%,51000,0.01,0.01,0,0,0.22
JUL THRU SEP,West,WASHINGTON,2015,11500,0.12,2.30%,84000,0.04,0.04,0.01,0,0.46
JAN THRU MAR,West,WASHINGTON,2020,1500,2.00%,,49000,,,0.01,,0.02
APR THRU JUN,West,WASHINGTON,2018,7500,6.00%,7.60%,55000,0.07,0.09,0.08,0.01,0.56
OCT THRU DEC,West,WASHINGTON,2020,16500,16.00%,22.90%,102000,0.05,0.2,0.03,0.04,0.26
APR THRU JUN,West,WASHINGTON,2020,3500,3.00%,0.70%,50000,0.01,,0.01,,0.11
APR THRU JUN,West,WASHINGTON,2021,2900,2.00%,8.40%,66000,0.05,0.19,0.01,,0.32
JUL THRU SEP,West,WASHINGTON,2016,5000,0.07,0.90%,57000,0.04,0.01,0.19,0,0.65
JUL THRU SEP,West,WASHINGTON,2018,12000,14.00%,0.60%,76000,0.1,0.01,0.03,0.03,0.07
JUL THRU SEP,West,WASHINGTON,2020,7000,7.00%,,94000,0.01,,0.11,0.01,0.19
JAN THRU MAR,South,WEST VIRGINIA,2022,1000,18.00%,1.70%,5500,0.06,0.07,0.01,0.01,0.16
JAN THRU MAR,South,WEST VIRGINIA,2016,1700,0.21,1.10%,6500,0.07,0.03,0.01,0.07,0.22
JUL THRU SEP,South,WEST VIRGINIA,2015,300,0.04,1.00%,7000,0.03,0.05,0.02,0.01,0.22
APR THRU JUN,South,WEST VIRGINIA,2018,570,8.00%,0.90%,7000,0.14,0.08,0.03,0.08,0.14
JAN THRU MAR,South,WEST VIRGINIA,2021,1200,13.00%,0.70%,7000,0.01,0.03,0.03,0.03,0.14
OCT THRU DEC,South,WEST VIRGINIA,2017,1200,14.00%,2.40%,8500,0.08,0.05,0,0.04,0.6
APR THRU JUN,South,WEST VIRGINIA,2016,990,0.14,4.20%,7000,0.15,0.01,0,0.01,0.2
APR THRU JUN,South,WEST VIRGINIA,2015,570,0.12,0.60%,4700,0.05,0.08,0.03,0.04,0.16
JUL THRU SEP,South,WEST VIRGINIA,2016,190,0.03,3.60%,7500,0.08,0.07,0,0,0.42
APR THRU JUN,South,WEST VIRGINIA,2017,370,5.00%,1.80%,7500,0.04,0.02,0,0.02,0.12
JUL THRU SEP,South,WEST VIRGINIA,2018,520,7.00%,0.30%,7500,0.07,0.53,0,0.02,0.57
JUL THRU SEP,South,WEST VIRGINIA,2020,540,7.00%,4.70%,8000,0.02,0.1,0.05,0.03,0.18
OCT THRU DEC,South,WEST VIRGINIA,2020,550,7.00%,,7500,0.05,0.04,0.01,0.01,0.07
OCT THRU DEC,South,WEST VIRGINIA,2019,1500,19.00%,1.10%,7500,0.06,0.11,0,0.02,0.66
JAN THRU MAR,South,WEST VIRGINIA,2017,800,10.00%,0.20%,5500,0.12,0.01,0,0.01,0.16
OCT THRU DEC,South,WEST VIRGINIA,2018,1200,17.00%,0.60%,7000,0.04,0.15,0.07,0.07,0.3
OCT THRU DEC,South,WEST VIRGINIA,2015,610,0.09,1.30%,7000,0.08,0.05,0.03,0.01,0.19
JAN THRU MAR,South,WEST VIRGINIA,2019,1300,19.00%,1.10%,5000,0.05,0.03,0,0.01,0.1
JAN THRU MAR,South,WEST VIRGINIA,2015,1800,0.30,2.20%,4700,0.15,0.07,0.02,0.06,0.18
OCT THRU DEC,South,WEST VIRGINIA,2016,1000,0.13,1.10%,7500,0.04,0.02,0.01,0.03,0.24
JAN THRU MAR,South,WEST VIRGINIA,2020,1100,14.00%,1.30%,6000,0.03,0.07,0.01,,0.17
JAN THRU MAR,South,WEST VIRGINIA,2018,2500,29.00%,2.00%,4700,0.21,0.08,0.03,0.05,0.15
OCT THRU DEC,South,WEST VIRGINIA,2021,560,7.00%,0.60%,7500,0.01,0.06,0.02,0.03,0.14
APR THRU JUN,South,WEST VIRGINIA,2020,570,8.00%,0.70%,7500,0.03,0.02,0.01,0.02,0.46
APR THRU JUN,South,WEST VIRGINIA,2021,170,2.00%,1.10%,8000,0.01,0.04,0,0.02,0.05
APR THRU JUN,South,WEST VIRGINIA,2022,260,3.00%,3.60%,5000,0.01,0.07,0,0.01,0.13
JUL THRU SEP,South,WEST VIRGINIA,2017,930,10.00%,1.40%,9000,0.1,0.06,0.01,0.04,0.23
JUL THRU SEP,South,WEST VIRGINIA,2019,1100,11.00%,0.70%,10000,0.07,0.11,0.03,0,0.34
JUL THRU SEP,South,WEST VIRGINIA,2021,570,7.00%,10.20%,8000,0.03,0.15,0.1,0.01,0.25
APR THRU JUN,Midwest,WISCONSIN,2020,1700,3.00%,25.00%,27000,0.26,0.27,0.25,0.26,0.46
JAN THRU MAR,Midwest,WISCONSIN,2018,4600,16.00%,1.20%,21000,0.04,0.04,0.02,0.04,0.14
JUL THRU SEP,Midwest,WISCONSIN,2021,7000,11.00%,20.30%,66000,0.15,0.37,0.31,0.08,0.56
JAN THRU MAR,Midwest,WISCONSIN,2016,3100,0.15,1.10%,20000,0.11,0.02,0.13,0.1,0.24
JUL THRU SEP,Midwest,WISCONSIN,2019,6500,10.00%,13.90%,63000,0.07,0.21,0.18,0.04,0.46
APR THRU JUN,Midwest,WISCONSIN,2018,6500,12.00%,18.30%,26000,0.3,0.17,0.27,0.01,0.32
APR THRU JUN,Midwest,WISCONSIN,2017,4000,6.00%,1.70%,18000,0.03,0.02,0.02,0,0.14
JUL THRU SEP,Midwest,WISCONSIN,2015,9000,0.15,8.30%,60000,0.13,0.2,0.21,0.14,0.47
JUL THRU SEP,Midwest,WISCONSIN,2018,10000,14.00%,2.60%,61000,0.06,0.33,0.2,0.04,0.54
APR THRU JUN,Midwest,WISCONSIN,2021,2100,4.00%,1.20%,42000,0.01,0.19,0.15,0.02,0.26
OCT THRU DEC,Midwest,WISCONSIN,2017,8500,15.00%,33.10%,51000,0.15,0.37,0.23,0.15,0.53
JUL THRU SEP,Midwest,WISCONSIN,2017,12500,17.00%,18.50%,74000,0.13,0.21,0.22,0.12,0.62
APR THRU JUN,Midwest,WISCONSIN,2016,5500,0.07,12.80%,18500,0.15,0.04,0.13,0.11,0.23
JAN THRU MAR,Midwest,WISCONSIN,2015,8000,0.28,2.70%,16500,0.08,0.02,0.09,0.06,0.19
OCT THRU DEC,Midwest,WISCONSIN,2016,7500,0.13,10.00%,59000,0.11,0.12,0.11,0.46,0.69
APR THRU JUN,Midwest,WISCONSIN,2022,1600,3.00%,4.90%,52000,0.1,0.15,0.12,0.06,0.27
JAN THRU MAR,Midwest,WISCONSIN,2022,2800,5.00%,,39000,0.02,,0.07,0.01,0.08
OCT THRU DEC,Midwest,WISCONSIN,2020,8000,13.00%,,60000,0.02,0.01,0.07,0.01,0.29
JUL THRU SEP,Midwest,WISCONSIN,2020,8000,12.00%,12.90%,68000,0.14,0.23,0.26,0.2,0.43
JUL THRU SEP,Midwest,WISCONSIN,2016,12000,0.16,10.80%,71000,0.05,0.14,0.16,0.11,0.32
OCT THRU DEC,Midwest,WISCONSIN,2015,6500,0.14,2.50%,48000,0.07,0.16,0.22,0.21,0.49
JAN THRU MAR,Midwest,WISCONSIN,2019,3700,22.00%,0.70%,16500,0.14,0.03,0.01,0.05,0.16
OCT THRU DEC,Midwest,WISCONSIN,2019,8500,18.00%,14.80%,46000,0.22,0.22,0.14,0.07,0.4
JAN THRU MAR,Midwest,WISCONSIN,2021,2500,6.00%,,42000,0.04,,0,0.03,0.16
APR THRU JUN,Midwest,WISCONSIN,2015,4600,0.07,1.00%,25000,0.15,0.06,0.08,0.02,0.35
JAN THRU MAR,Midwest,WISCONSIN,2017,4400,20.00%,1.10%,17000,0.04,0.02,0.02,0.11,0.19
JAN THRU MAR,Midwest,WISCONSIN,2020,1900,7.00%,,16000,0.03,0.02,,0.03,0.09
OCT THRU DEC,Midwest,WISCONSIN,2018,8500,18.00%,1.50%,48000,0.08,0.28,0.25,0.05,0.3
OCT THRU DEC,Midwest,WISCONSIN,2021,5500,12.00%,0.50%,47000,0.03,,0.01,0.01,0.28
OCT THRU DEC,West,WYOMING,2015,1300,0.05,6.60%,24000,0.11,0.03,0.11,0.04,0.45
APR THRU JUN,West,WYOMING,2015,3200,0.13,0.80%,12000,0.08,0.18,0.04,0.02,0.19
JAN THRU MAR,West,WYOMING,2022,180,2.00%,0.00%,6000,0.01,0,0,0.01,0.01
OCT THRU DEC,West,WYOMING,2016,2200,0.08,3.10%,25000,0.01,0.02,0.05,0,0.32
JUL THRU SEP,West,WYOMING,2021,2200,6.00%,,27000,0.01,,0.01,0.01,0.05
APR THRU JUN,West,WYOMING,2021,2700,9.00%,0.00%,13500,0.02,0.01,0.07,0.02,0.08
JUL THRU SEP,West,WYOMING,2015,2500,0.07,6.40%,29000,0.02,0.11,0.03,0,0.29
JAN THRU MAR,West,WYOMING,2017,3600,21.00%,0.20%,6500,0.01,0,0,,0
APR THRU JUN,West,WYOMING,2022,1900,8.00%,5.10%,8000,0.03,0.03,0,0.01,0.06
JUL THRU SEP,West,WYOMING,2019,3000,11.00%,3.30%,24000,0.06,0,0.02,0.03,0.46
APR THRU JUN,West,WYOMING,2016,2600,0.10,1.20%,6500,0.03,0.03,0.01,0.01,0.07
JUL THRU SEP,West,WYOMING,2018,3900,11.00%,2.20%,33000,0.03,0.03,0.09,0.04,0.35
JAN THRU MAR,West,WYOMING,2021,2200,15.00%,,13000,0.03,,0,0.08,0.08
JUL THRU SEP,West,WYOMING,2016,7000,0.18,0.50%,32000,0.03,0.03,0.03,0,0.39
APR THRU JUN,West,WYOMING,2018,2300,8.00%,2.10%,8500,0.03,0,0.02,0.04,0.1
OCT THRU DEC,West,WYOMING,2017,3500,12.00%,8.40%,28000,0.08,0.02,0.06,0.01,0.38
APR THRU JUN,West,WYOMING,2020,2000,7.00%,0.10%,17500,0.04,,0.01,0.01,0.29
OCT THRU DEC,West,WYOMING,2018,2700,8.00%,2.60%,30000,0.01,0.08,0.07,0.01,0.44
JAN THRU MAR,West,WYOMING,2015,2000,0.17,0.00%,5500,0.01,0,0,0,0.01
OCT THRU DEC,West,WYOMING,2020,1600,6.00%,,23000,0.02,0,0.02,0.01,0.19
JUL THRU SEP,West,WYOMING,2020,3600,11.00%,0.70%,33000,0.02,,0.06,0.01,0.13
APR THRU JUN,West,WYOMING,2017,1300,4.00%,12.60%,15000,0.06,0.04,0.03,0.02,0.34
JUL THRU SEP,West,WYOMING,2017,5500,15.00%,9.30%,35000,0.06,0.02,0.04,0.05,0.22
JAN THRU MAR,West,WYOMING,2016,340,0.05,0.20%,2700,0.01,0,0.03,0.01,0
JAN THRU MAR,West,WYOMING,2018,220,2.00%,0.10%,5500,0.02,0,0,0.01,0.01
JAN THRU MAR,West,WYOMING,2019,250,3.00%,0.10%,6500,0.01,0,0,0.02,0.01
JAN THRU MAR,West,WYOMING,2020,140,1.00%,0.10%,4000,0.01,,0,0.02,
OCT THRU DEC,West,WYOMING,2019,3300,12.00%,3.20%,27000,0.04,0.12,0,0.13,0.28
OCT THRU DEC,West,WYOMING,2021,2400,11.00%,9.30%,21000,0.02,0.02,0,0.01,0.15
